"Date of Download: 2023-12-19_01:44:56"
"Search Parameters: Data Level:all  Trait List:  Trial List:11551  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava mosaic disease severity|at harvesting|COMP:0000294","branching level counting|CO_334:0000079","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","marketable root number counting|CO_334:0000169","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root evaluation scaled 1-5|CO_334:0000228","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","starch content percentage|CO_334:0000071","storage root shape visual rating 1-6|CO_334:0000020","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6377574","AGH22-0062","","plot","6692072","202307DMF1C_tani_rep2_AGH22-0062_335","2","2","335","16","14","test","","1","1","1","200","21.25","6.8","2","30","4","1","316","3","3","0","1","20.3","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","2732020","CR24-16","","plot","6692062","202307DMF1C_tani_rep2_CR24-16_557","2","2","557","7","23","check","","1","0","1","140","8.6875","2.78","3","26","4","1","140","3","1","0","1","10.4940625","1"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","723","IITA-TMS-IBA980581","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","plot","6691657","202307DMF1C_tani_rep2_IBA980581_478","2","2","478","23","20","check","","","","1","","0","","1","","4","","","","","","1","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","3661328","KM505","","plot","6692141","202307DMF1C_tani_rep2_KM505_448","2","2","448","3","18","check","","1","0","1.75","250","24.6875","7.9","4","43","4","1","250","4","1","3","1","18.57901001","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","2451401","KU50","","plot","6692002","202307DMF1C_tani_rep2_KU50_464","2","2","464","14","19","check","","4","0","1","250","31.5625","10.1","2","31","4","2","250","3","1","1","1","17.0583558","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","39671","TMEB419","GBAZEKOUTE,OBAMA,TME 419","plot","6691897","202307DMF1C_tani_rep2_TMEB419_318","2","2","318","18","13","check","","1","0","1","265","18.40625","5.89","2","19","4","1","265","3","2","0","1","23.09456227","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691314","VF22-0003","","plot","6692134","202307DMF1C_tani_rep2_VF22-0003_361","2","2","361","11","15","test","","1","0","1","265","13.3125","4.26","3","22","4","1","265","4","4","3","1","10.50760155","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691315","VF22-0005","","plot","6691727","202307DMF1C_tani_rep2_VF22-0005_430","2","2","430","21","18","test","","1","0","1","185","42.59375","13.63","2","68","4","1","185","4","1","3","1","15.59179541","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691316","VF22-0007","","plot","6691678","202307DMF1C_tani_rep2_VF22-0007_502","2","2","502","2","21","test","","1","0","1","215","17.8125","5.7","2","28","4","2","215","2","2","0","1","14.59732759","2"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691317","VF22-0012","","plot","6691698","202307DMF1C_tani_rep2_VF22-0012_556","2","2","556","6","23","test","","1","0","1","170","16.359375","5.235","3","31","4","2","170","4","1","2","1","8.485960832","3"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691318","VF22-0013","","plot","6692063","202307DMF1C_tani_rep2_VF22-0013_564","2","2","564","14","23","test","","1","0","1","230","22.375","7.16","3","44","4","1","230","4","1","1","1","14.80214209","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691319","VF22-0015","","plot","6691819","202307DMF1C_tani_rep2_VF22-0015_345","2","2","345","6","14","test","","1","0","1","145","18.75","6","5","36","4","1","145","4","1","1","1","19.50785536","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691320","VF22-0018","","plot","6691696","202307DMF1C_tani_rep2_VF22-0018_572","2","2","572","22","23","test","","","","","","0","","","","4","","","","","","0","",""," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691321","VF22-0019","","plot","6691685","202307DMF1C_tani_rep2_VF22-0019_321","2","2","321","21","13","test","","1","0","1","260","38.578125","12.345","2","55","4","1","260","4","2","0","1","24.27335946","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691322","VF22-0020","","plot","6692044","202307DMF1C_tani_rep2_VF22-0020_600","2","2","600","1","24","test","","","","","","0","","","","4","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691323","VF22-0023","","plot","6691904","202307DMF1C_tani_rep2_VF22-0023_508","2","2","508","8","21","test","","1","1","1","75","4.9375","1.58","1","7","4","3","115","2","1","1","0.75","8.752058824","2"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691324","VF22-0024","","plot","6691776","202307DMF1C_tani_rep2_VF22-0024_510","2","2","510","10","21","test","","1","0","1","200","26.03125","8.33","2","44","4","1","200","3","1","1","1","16.70640232","2"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691325","VF22-0025","","plot","6691900","202307DMF1C_tani_rep2_VF22-0025_494","2","2","494","7","20","test","","","","1","","0","","1","","4","","","","1","0","0.5","","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691326","VF22-0027","","plot","6691666","202307DMF1C_tani_rep2_VF22-0027_312","2","2","312","12","13","test","","1","1","1","145","17.109375","5.475","2","34","4","1","180","4","3","0","1","22.73134864","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691327","VF22-0028","","plot","6692057","202307DMF1C_tani_rep2_VF22-0028_303","2","2","303","3","13","test","","1","0","1","170","0","","2","","4","1","170","4","5","2","1","","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691328","VF22-0030","","plot","6692103","202307DMF1C_tani_rep2_VF22-0030_385","2","2","385","16","16","test","","1","0","1","250","31.25","10","2","44","4","1","250","4","1","0","1","20.41173387","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691329","VF22-0031","","plot","6692031","202307DMF1C_tani_rep2_VF22-0031_328","2","2","328","23","14","test","","1","0","1","280","71.25","22.8","3","66","4","1","280","4","1","0","1","23.98288026","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691330","VF22-0036","","plot","6691752","202307DMF1C_tani_rep2_VF22-0036_472","2","2","472","22","19","test","","1","0","1","275","65.5","20.96","3","59","4","2","275","4","1","3","1","16.22611429","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691331","VF22-0041","","plot","6691927","202307DMF1C_tani_rep2_VF22-0041_517","2","2","517","17","21","test","","1","1","1","75","8","2.56","1","11","4","3","130","2","2","1","1","7.677300771","2"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691332","VF22-0049","","plot","6691882","202307DMF1C_tani_rep2_VF22-0049_527","2","2","527","24","22","test","","","","","","0","","","","4","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691333","VF22-0052","","plot","6691802","202307DMF1C_tani_rep2_VF22-0052_333","2","2","333","18","14","test","","1","0","1","115","5","1.6","2","22","4","1","115","3","1","0","1","9.924857143","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691334","VF22-0053","","plot","6692076","202307DMF1C_tani_rep2_VF22-0053_491","2","2","491","10","20","test","","","","","","0","","","","4","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691335","VF22-0054","","plot","6691622","202307DMF1C_tani_rep2_VF22-0054_477","2","2","477","24","20","test","","0","0","1","100","5.46875","1.75","1","11","4","","150","","2","0","0.5","3.893496503","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691336","VF22-0060","","plot","6691954","202307DMF1C_tani_rep2_VF22-0060_471","2","2","471","21","19","test","","1","1","1","145","17.9375","5.74","1","39","4","3","185","4","1","0","1","14.6508","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691337","VF22-0062","","plot","6691908","202307DMF1C_tani_rep2_VF22-0062_369","2","2","369","19","15","test","","1","2","1","100","26.34375","8.43","2","33","4","3","150","2","3","0","1","18.60139286","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691338","VF22-0064","","plot","6691791","202307DMF1C_tani_rep2_VF22-0064_518","2","2","518","18","21","test","","1","0","1","160","9.46875","3.03","2","12","4","2","255","2","2","1","1","13.29576271","2"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691339","VF22-0066","","plot","6691630","202307DMF1C_tani_rep2_VF22-0066_475","2","2","475","25","19","test","","","","1.5","","41.75","13.36","3","33","4","","","4","1","3","1","17.96984211","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691340","VF22-0071","","plot","6692046","202307DMF1C_tani_rep2_VF22-0071_513","2","2","513","13","21","test","","1","0","1","275","35.625","11.4","3","45","4","2","275","4","1","3","1","15.62785203","2"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691341","VF22-0073","","plot","6691714","202307DMF1C_tani_rep2_VF22-0073_595","2","2","595","6","24","test","","1","0","1","140","2.1875","0.7","3","5","4","1","140","3","3","2","1","0","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691342","VF22-0075","","plot","6691764","202307DMF1C_tani_rep2_VF22-0075_320","2","2","320","20","13","test","","","","1","","0","","1","","4","","","","","","0.5","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691343","VF22-0081","","plot","6691841","202307DMF1C_tani_rep2_VF22-0081_329","2","2","329","22","14","test","","1","0","1","200","30.625","9.8","2","46","4","1","200","4","1","0","1","17.91934132","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691344","VF22-0083","","plot","6691749","202307DMF1C_tani_rep2_VF22-0083_354","2","2","354","4","15","test","","1","0","1","150","11.25","3.6","3","24","4","1","150","4","1","2","1","13.95048387","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691345","VF22-0086","","plot","6691599","202307DMF1C_tani_rep2_VF22-0086_526","2","2","526","25","22","test","","0","0","1","0","2.5625","0.82","2","3","4","","","","1","0","0.5","11.894","3"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691346","VF22-0089","","plot","6692008","202307DMF1C_tani_rep2_VF22-0089_351","2","2","351","1","15","test","","1","0","1","235","27.40625","8.77","2","29","4","1","235","3","4","0","1","20.93975","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691347","VF22-0090","","plot","6692088","202307DMF1C_tani_rep2_VF22-0090_359","2","2","359","9","15","test","","1","1","1","180","12.375","3.96","1","25","4","2","310","2","3","0","1","6.134931507","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691348","VF22-0091","","plot","6691817","202307DMF1C_tani_rep2_VF22-0091_575","2","2","575","25","23","test","","","","","","0","","","","4","","","","","","0","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691349","VF22-0092","","plot","6691876","202307DMF1C_tani_rep2_VF22-0092_435","2","2","435","16","18","test","","","","1","","0","","1","","4","","","","","","0.5","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691350","VF22-0094","","plot","6691733","202307DMF1C_tani_rep2_VF22-0094_487","2","2","487","14","20","test","","1","0","1","200","14","4.48","2","28","4","3","200","3","2","2","1","13.70768421","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691351","VF22-0095","","plot","6691663","202307DMF1C_tani_rep2_VF22-0095_558","2","2","558","8","23","test","","1","0","1","220","11.0625","3.54","3","24","4","2","220","4","1","3","1","14.07760396","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691352","VF22-0097","","plot","6691760","202307DMF1C_tani_rep2_VF22-0097_397","2","2","397","4","16","test","","1","1","1","190","12.71875","4.07","4","19","4","2","235","4","3","4","1","13.48884298","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691353","VF22-0098","","plot","6691871","202307DMF1C_tani_rep2_VF22-0098_458","2","2","458","8","19","test","","1","0","1","305","22.40625","7.17","4","29","4","1","305","4","4","4","1","13.73869888","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691354","VF22-0099","","plot","6691829","202307DMF1C_tani_rep2_VF22-0099_306","2","2","306","6","13","test","","1","1","1","200","13.15625","4.21","2","24","4","1","225","4","1","0","1","21.81496815","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691355","VF22-0101","","plot","6692030","202307DMF1C_tani_rep2_VF22-0101_386","2","2","386","15","16","test","","1","0","1","310","29.9375","9.58","3","39","4","1","310","4","3","2","1","17.10256785","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691356","VF22-0103","","plot","6691912","202307DMF1C_tani_rep2_VF22-0103_399","2","2","399","2","16","test","","1","0","1","175","25.40625","8.13","3","34","4","1","175","4","1","2","1","17.15368421","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691357","VF22-0105","","plot","6691804","202307DMF1C_tani_rep2_VF22-0105_398","2","2","398","3","16","test","","1","2","1","160","14.75","4.72","2","25","4","2","230","3","1","2","0.75","14.41696429","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691358","VF22-0108","","plot","6692084","202307DMF1C_tani_rep2_VF22-0108_465","2","2","465","15","19","test","","1","0","1","195","39.0625","12.5","3","47","4","1","195","4","1","2","1","14.57382627","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691359","VF22-0112","","plot","6691649","202307DMF1C_tani_rep2_VF22-0112_392","2","2","392","9","16","test","","1","0","1","350","35.75","11.44","3","48","4","1","350","4","1","0","1","21.3906689","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691360","VF22-0113","","plot","6691676","202307DMF1C_tani_rep2_VF22-0113_480","2","2","480","21","20","test","","1","3","1","100","40.875","13.08","1","26","4","4","200","2","3","2","1","17.91800861","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691361","VF22-0120","","plot","6691971","202307DMF1C_tani_rep2_VF22-0120_310","2","2","310","10","13","test","","1","2","1","185","34.984375","11.195","3","39","4","3","275","4","1","0","1","20.40336152","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691362","VF22-0121","","plot","6692047","202307DMF1C_tani_rep2_VF22-0121_344","2","2","344","7","14","test","","1","0","1","245","39.6875","12.7","3","55","4","1","245","4","2","0","1","24.41243363","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691363","VF22-0122","","plot","6692161","202307DMF1C_tani_rep2_VF22-0122_409","2","2","409","9","17","test","","1","0","1","225","18.125","5.8","3","40","4","1","275","4","3","4","1","14.48968831","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691364","VF22-0123","","plot","6692159","202307DMF1C_tani_rep2_VF22-0123_343","2","2","343","8","14","test","","1","0","1","250","26.875","8.6","2","51","4","1","250","4","3","0","1","21.81496815","3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691365","VF22-0127","","plot","6691658","202307DMF1C_tani_rep2_VF22-0127_334","2","2","334","17","14","test","","1","0","1","225","18.4375","5.9","2","30","4","","225","4","1","0","1","23.4165625","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691366","VF22-0130","","plot","6691702","202307DMF1C_tani_rep2_VF22-0130_442","2","2","442","9","18","test","","1","0","1","215","0","","3","47","4","1","215","4","2","2","1","15.36935264","2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691367","VF22-0136","","plot","6692095","202307DMF1C_tani_rep2_VF22-0136_537","2","2","537","14","22","test","","1","1","1","190","28.125","9","2","29","4","2","275","3","3","0","0.75","11.35193258","2"," (Operator: lizbethpino, Time: ), Seriously affected by herbicide (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691368","VF22-0139","","plot","6691881","202307DMF1C_tani_rep2_VF22-0139_363","2","2","363","13","15","test","","1","0","1","300","10","3.2","3","11","4","1","300","4","5","4","1","0","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691369","VF22-0140","","plot","6691743","202307DMF1C_tani_rep2_VF22-0140_381","2","2","381","20","16","test","","1","0","1","215","31.25","10","3","29","4","1","215","3","1","0","1","17.54897436","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11551","202307DMF1C_tani","202307DMF1C_tani","Augmented","1","3.2","","no","no","2023-April-04","","467","Tay Ninh","6691370","VF22-0142","","plot","6691891","202307DMF1C_tani_rep2_VF22-0142_439","2","2","439","12","18","test","","","","1","","0","","1","","4","","","","","","0.5","",""," (Operator: lizbethpino, Time: )"
